region,zone,woreda,year,period,confirmed,presumed
Amhara,Central Gondar,Chilga 2,2020,2020-06-01,120,9
Amhara,Central Gondar,Chilga 2,2020,2020-07-01,148,NA
Amhara,Central Gondar,Chilga 2,2020,2020-08-01,228,NA
Amhara,Central Gondar,Chilga 2,2020,2020-09-01,468,NA
Amhara,Central Gondar,Chilga 2,2020,2020-10-01,401,14
Amhara,Central Gondar,Chilga 2,2020,2020-11-01,497,NA
Amhara,Central Gondar,Chilga 2,2020,2020-12-01,246,NA
Amhara,Central Gondar,Chilga 2,2021,2021-01-01,232,NA
Amhara,Central Gondar,Chilga 2,2021,2021-02-01,215,NA
Amhara,Central Gondar,Chilga 2,2021,2021-03-01,85,NA
Amhara,Central Gondar,Chilga 2,2021,2021-04-01,27,NA
Amhara,Central Gondar,Chilga 2,2021,2021-05-01,34,NA
Amhara,Central Gondar,Chilga 2,2021,2021-06-01,98,NA
Amhara,Central Gondar,Chilga 2,2021,2021-07-01,176,NA
Amhara,Central Gondar,Chilga 2,2021,2021-08-01,319,NA
Amhara,Central Gondar,Chilga 2,2021,2021-09-01,86,NA
Amhara,Central Gondar,Chilga 2,2021,2021-10-01,196,NA
Amhara,Central Gondar,Chilga 2,2021,2021-11-01,373,NA
Amhara,Central Gondar,Chilga 2,2021,2021-12-01,364,41
Oromia,East Hararge,Chinaksen,2018,2018-01-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-02-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-03-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-04-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-05-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-06-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-07-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-08-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-09-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-10-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-11-01,NA,NA
Oromia,East Hararge,Chinaksen,2018,2018-12-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-01-01,2,NA
Oromia,East Hararge,Chinaksen,2019,2019-02-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-03-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-04-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-05-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-06-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-07-01,8,NA
Oromia,East Hararge,Chinaksen,2019,2019-08-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-09-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-10-01,2,NA
Oromia,East Hararge,Chinaksen,2019,2019-11-01,NA,NA
Oromia,East Hararge,Chinaksen,2019,2019-12-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-01-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-02-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-03-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-04-01,2,NA
Oromia,East Hararge,Chinaksen,2020,2020-05-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-06-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-07-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-08-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-09-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-10-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-11-01,NA,NA
Oromia,East Hararge,Chinaksen,2020,2020-12-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-01-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-02-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-03-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-04-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-05-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-06-01,1,NA
Oromia,East Hararge,Chinaksen,2021,2021-07-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-08-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-09-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-10-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-11-01,NA,NA
Oromia,East Hararge,Chinaksen,2021,2021-12-01,NA,NA
SNNP,Sidama,Chire,2018,2018-01-01,NA,NA
SNNP,Sidama,Chire,2018,2018-02-01,NA,NA
SNNP,Sidama,Chire,2018,2018-03-01,NA,NA
SNNP,Sidama,Chire,2018,2018-04-01,NA,NA
SNNP,Sidama,Chire,2018,2018-05-01,NA,NA
SNNP,Sidama,Chire,2018,2018-06-01,NA,NA
SNNP,Sidama,Chire,2018,2018-07-01,NA,NA
SNNP,Sidama,Chire,2018,2018-08-01,NA,NA
SNNP,Sidama,Chire,2018,2018-09-01,NA,NA
SNNP,Sidama,Chire,2018,2018-10-01,NA,NA
SNNP,Sidama,Chire,2018,2018-11-01,NA,NA
SNNP,Sidama,Chire,2018,2018-12-01,NA,NA
SNNP,Sidama,Chire,2019,2019-01-01,NA,NA
SNNP,Sidama,Chire,2019,2019-02-01,NA,NA
SNNP,Sidama,Chire,2019,2019-03-01,NA,NA
SNNP,Sidama,Chire,2019,2019-04-01,NA,NA
SNNP,Sidama,Chire,2019,2019-05-01,2,NA
SNNP,Sidama,Chire,2019,2019-06-01,16,NA
SNNP,Sidama,Chire,2019,2019-07-01,9,NA
SNNP,Sidama,Chire,2019,2019-08-01,NA,NA
SNNP,Sidama,Chire,2019,2019-09-01,NA,NA
SNNP,Sidama,Chire,2019,2019-10-01,NA,NA
SNNP,Sidama,Chire,2019,2019-11-01,NA,NA
SNNP,Sidama,Chire,2019,2019-12-01,3,NA
SNNP,Sidama,Chire,2020,2020-01-01,NA,12
SNNP,Sidama,Chire,2020,2020-02-01,21,10
SNNP,Sidama,Chire,2020,2020-03-01,4,6
SNNP,Sidama,Chire,2020,2020-04-01,1,NA
SNNP,Sidama,Chire,2020,2020-05-01,149,NA
SNNP,Sidama,Chire,2020,2020-06-01,44,NA
SNNP,Sidama,Chire,2020,2020-07-01,8,NA
SNNP,Sidama,Chire,2020,2020-08-01,11,NA
SNNP,Sidama,Chire,2020,2020-09-01,7,NA
SNNP,Sidama,Chire,2020,2020-10-01,2,3
SNNP,Sidama,Chire,2020,2020-11-01,10,NA
SNNP,Sidama,Chire,2020,2020-12-01,6,NA
SNNP,Sidama,Chire,2021,2021-01-01,12,NA
SNNP,Sidama,Chire,2021,2021-02-01,3,NA
SNNP,Sidama,Chire,2021,2021-03-01,21,NA
SNNP,Sidama,Chire,2021,2021-04-01,13,NA
SNNP,Sidama,Chire,2021,2021-05-01,48,1
SNNP,Sidama,Chire,2021,2021-06-01,16,102
SNNP,Sidama,Chire,2021,2021-07-01,41,NA
SNNP,Sidama,Chire,2021,2021-08-01,20,38
SNNP,Sidama,Chire,2021,2021-09-01,66,NA
SNNP,Sidama,Chire,2021,2021-10-01,10,86
SNNP,Sidama,Chire,2021,2021-11-01,53,NA
SNNP,Sidama,Chire,2021,2021-12-01,7,45
Oromia,West Hararge,Chiro Town,2018,2018-01-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-02-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-03-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-04-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-05-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-06-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-07-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-08-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-09-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-10-01,1,NA
Oromia,West Hararge,Chiro Town,2018,2018-11-01,NA,NA
Oromia,West Hararge,Chiro Town,2018,2018-12-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-01-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-02-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-03-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-04-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-05-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-06-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-07-01,3,NA
Oromia,West Hararge,Chiro Town,2019,2019-08-01,1,NA
Oromia,West Hararge,Chiro Town,2019,2019-09-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-10-01,NA,NA
Oromia,West Hararge,Chiro Town,2019,2019-11-01,6,NA
Oromia,West Hararge,Chiro Town,2019,2019-12-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-01-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-02-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-03-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-04-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-05-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-06-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-07-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-08-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-09-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-10-01,1,NA
Oromia,West Hararge,Chiro Town,2020,2020-11-01,NA,NA
Oromia,West Hararge,Chiro Town,2020,2020-12-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-01-01,NA,35
Oromia,West Hararge,Chiro Town,2021,2021-02-01,1,30
Oromia,West Hararge,Chiro Town,2021,2021-03-01,NA,33
Oromia,West Hararge,Chiro Town,2021,2021-04-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-05-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-06-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-07-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-08-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-09-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-10-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-11-01,NA,NA
Oromia,West Hararge,Chiro Town,2021,2021-12-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-01-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-02-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-03-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-04-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-05-01,1,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-06-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-07-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-08-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-09-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-10-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-11-01,2,NA
Oromia,West Hararge,Chiro Zuria,2018,2018-12-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-01-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-02-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-03-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-04-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-05-01,1,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-06-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-07-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-08-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-09-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-10-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-11-01,4,NA
Oromia,West Hararge,Chiro Zuria,2019,2019-12-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-01-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-02-01,2,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-03-01,2,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-04-01,2,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-05-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-06-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-07-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-08-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-09-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-10-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-11-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2020,2020-12-01,1,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-01-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-02-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-03-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-04-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-05-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-06-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-07-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-08-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-09-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-10-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-11-01,NA,NA
Oromia,West Hararge,Chiro Zuria,2021,2021-12-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-01-01,NA,6
SNNP,Sidama,Chirone,2018,2018-02-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-03-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-04-01,NA,1
SNNP,Sidama,Chirone,2018,2018-05-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-06-01,NA,1
SNNP,Sidama,Chirone,2018,2018-07-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-08-01,NA,1
SNNP,Sidama,Chirone,2018,2018-09-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-10-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-11-01,NA,NA
SNNP,Sidama,Chirone,2018,2018-12-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-01-01,NA,1
SNNP,Sidama,Chirone,2019,2019-02-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-03-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-04-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-05-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-06-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-07-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-08-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-09-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-10-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-11-01,NA,NA
SNNP,Sidama,Chirone,2019,2019-12-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-01-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-02-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-03-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-04-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-05-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-06-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-07-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-08-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-09-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-10-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-11-01,NA,NA
SNNP,Sidama,Chirone,2020,2020-12-01,NA,1
SNNP,Sidama,Chirone,2021,2021-01-01,NA,1
SNNP,Sidama,Chirone,2021,2021-02-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-03-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-04-01,NA,3
SNNP,Sidama,Chirone,2021,2021-05-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-06-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-07-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-08-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-09-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-10-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-11-01,NA,NA
SNNP,Sidama,Chirone,2021,2021-12-01,NA,NA
Oromia,Arsi,Chole,2018,2018-01-01,NA,NA
Oromia,Arsi,Chole,2018,2018-02-01,NA,NA
Oromia,Arsi,Chole,2018,2018-03-01,NA,NA
Oromia,Arsi,Chole,2018,2018-04-01,NA,NA
Oromia,Arsi,Chole,2018,2018-05-01,NA,NA
Oromia,Arsi,Chole,2018,2018-06-01,NA,NA
Oromia,Arsi,Chole,2018,2018-07-01,NA,NA
Oromia,Arsi,Chole,2018,2018-08-01,9,NA
Oromia,Arsi,Chole,2018,2018-09-01,NA,NA
Oromia,Arsi,Chole,2018,2018-10-01,NA,NA
Oromia,Arsi,Chole,2018,2018-11-01,NA,NA
Oromia,Arsi,Chole,2018,2018-12-01,1,NA
Oromia,Arsi,Chole,2019,2019-01-01,NA,NA
Oromia,Arsi,Chole,2019,2019-02-01,NA,NA
Oromia,Arsi,Chole,2019,2019-03-01,NA,NA
Oromia,Arsi,Chole,2019,2019-04-01,16,NA
Oromia,Arsi,Chole,2019,2019-05-01,5,NA
Oromia,Arsi,Chole,2019,2019-06-01,18,NA
Oromia,Arsi,Chole,2019,2019-07-01,NA,NA
Oromia,Arsi,Chole,2019,2019-08-01,NA,NA
Oromia,Arsi,Chole,2019,2019-09-01,16,NA
Oromia,Arsi,Chole,2019,2019-10-01,8,NA
Oromia,Arsi,Chole,2019,2019-11-01,4,NA
Oromia,Arsi,Chole,2019,2019-12-01,NA,NA
Oromia,Arsi,Chole,2020,2020-01-01,NA,NA
Oromia,Arsi,Chole,2020,2020-02-01,NA,NA
Oromia,Arsi,Chole,2020,2020-03-01,NA,NA
Oromia,Arsi,Chole,2020,2020-04-01,NA,NA
Oromia,Arsi,Chole,2020,2020-05-01,NA,NA
Oromia,Arsi,Chole,2020,2020-06-01,NA,5
Oromia,Arsi,Chole,2020,2020-07-01,2,NA
Oromia,Arsi,Chole,2020,2020-08-01,4,4
Oromia,Arsi,Chole,2020,2020-09-01,22,11
Oromia,Arsi,Chole,2020,2020-10-01,2,NA
Oromia,Arsi,Chole,2020,2020-11-01,7,NA
Oromia,Arsi,Chole,2020,2020-12-01,NA,NA
Oromia,Arsi,Chole,2021,2021-01-01,NA,NA
Oromia,Arsi,Chole,2021,2021-02-01,2,NA
Oromia,Arsi,Chole,2021,2021-03-01,NA,NA
Oromia,Arsi,Chole,2021,2021-04-01,NA,2
Oromia,Arsi,Chole,2021,2021-05-01,NA,NA
Oromia,Arsi,Chole,2021,2021-06-01,NA,NA
Oromia,Arsi,Chole,2021,2021-07-01,NA,NA
Oromia,Arsi,Chole,2021,2021-08-01,8,NA
Oromia,Arsi,Chole,2021,2021-09-01,53,NA
Oromia,Arsi,Chole,2021,2021-10-01,7,NA
Oromia,Arsi,Chole,2021,2021-11-01,10,NA
Oromia,Arsi,Chole,2021,2021-12-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-01-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-02-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-03-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-04-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-05-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-06-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-07-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-08-01,12,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-09-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-10-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-11-01,4,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2018,2018-12-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-01-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-02-01,NA,1
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-03-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-04-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-05-01,6,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-06-01,3,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-07-01,NA,1
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-08-01,NA,1
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-09-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-10-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-11-01,2,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2019,2019-12-01,3,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-01-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-02-01,2,1
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-03-01,3,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-04-01,2,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-05-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-06-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-07-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-08-01,2,2
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-09-01,4,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-10-01,1,4
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-11-01,3,2
Oromia,Horo Gudru Wellega,Choman Guduru,2020,2020-12-01,4,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-01-01,2,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-02-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-03-01,2,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-04-01,3,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-05-01,NA,2
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-06-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-07-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-08-01,NA,5
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-09-01,1,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-10-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-11-01,NA,NA
Oromia,Horo Gudru Wellega,Choman Guduru,2021,2021-12-01,2,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-01-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-02-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-03-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-04-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-05-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-06-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-07-01,2,1
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-08-01,NA,1
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-09-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-10-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-11-01,1,3
Oromia,Buno Bedele,Chora (Buno Bedele),2018,2018-12-01,1,2
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-01-01,NA,6
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-02-01,NA,1
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-03-01,1,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-04-01,1,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-05-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-06-01,1,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-07-01,1,1
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-08-01,NA,5
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-09-01,3,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-10-01,NA,19
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-11-01,8,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2019,2019-12-01,4,18
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-01-01,1,2
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-02-01,4,3
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-03-01,1,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-04-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-05-01,1,2
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-06-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-07-01,NA,1
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-08-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-09-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-10-01,1,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-11-01,2,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2020,2020-12-01,3,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-01-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-02-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-03-01,NA,14
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-04-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-05-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-06-01,NA,1
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-07-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-08-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-09-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-10-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-11-01,NA,NA
Oromia,Buno Bedele,Chora (Buno Bedele),2021,2021-12-01,2,NA
Oromia,Jimma,Chora (Jimma),2018,2018-01-01,NA,NA
Oromia,Jimma,Chora (Jimma),2018,2018-02-01,NA,NA
Oromia,Jimma,Chora (Jimma),2018,2018-03-01,NA,NA
Oromia,Jimma,Chora (Jimma),2018,2018-04-01,NA,NA
Oromia,Jimma,Chora (Jimma),2018,2018-05-01,NA,NA
