region,zone,woreda,year,period,confirmed,presumed
Oromia,Jimma,Chora (Jimma),2018,2018-06-01,NA,NA
Oromia,Jimma,Chora (Jimma),2018,2018-07-01,5,NA
Oromia,Jimma,Chora (Jimma),2018,2018-08-01,4,NA
Oromia,Jimma,Chora (Jimma),2018,2018-09-01,3,NA
Oromia,Jimma,Chora (Jimma),2018,2018-10-01,8,NA
Oromia,Jimma,Chora (Jimma),2018,2018-11-01,9,NA
Oromia,Jimma,Chora (Jimma),2018,2018-12-01,5,NA
Oromia,Jimma,Chora (Jimma),2019,2019-01-01,1,NA
Oromia,Jimma,Chora (Jimma),2019,2019-02-01,2,NA
Oromia,Jimma,Chora (Jimma),2019,2019-03-01,NA,NA
Oromia,Jimma,Chora (Jimma),2019,2019-04-01,3,NA
Oromia,Jimma,Chora (Jimma),2019,2019-05-01,3,NA
Oromia,Jimma,Chora (Jimma),2019,2019-06-01,4,NA
Oromia,Jimma,Chora (Jimma),2019,2019-07-01,13,NA
Oromia,Jimma,Chora (Jimma),2019,2019-08-01,7,NA
Oromia,Jimma,Chora (Jimma),2019,2019-09-01,27,NA
Oromia,Jimma,Chora (Jimma),2019,2019-10-01,25,NA
Oromia,Jimma,Chora (Jimma),2019,2019-11-01,41,NA
Oromia,Jimma,Chora (Jimma),2019,2019-12-01,71,NA
Oromia,Jimma,Chora (Jimma),2020,2020-01-01,32,NA
Oromia,Jimma,Chora (Jimma),2020,2020-02-01,11,NA
Oromia,Jimma,Chora (Jimma),2020,2020-03-01,9,NA
Oromia,Jimma,Chora (Jimma),2020,2020-04-01,8,NA
Oromia,Jimma,Chora (Jimma),2020,2020-05-01,35,NA
Oromia,Jimma,Chora (Jimma),2020,2020-06-01,54,NA
Oromia,Jimma,Chora (Jimma),2020,2020-07-01,141,NA
Oromia,Jimma,Chora (Jimma),2020,2020-08-01,101,NA
Oromia,Jimma,Chora (Jimma),2020,2020-09-01,182,NA
Oromia,Jimma,Chora (Jimma),2020,2020-10-01,133,NA
Oromia,Jimma,Chora (Jimma),2020,2020-11-01,48,NA
Oromia,Jimma,Chora (Jimma),2020,2020-12-01,33,NA
Oromia,Jimma,Chora (Jimma),2021,2021-01-01,6,NA
Oromia,Jimma,Chora (Jimma),2021,2021-02-01,1,NA
Oromia,Jimma,Chora (Jimma),2021,2021-03-01,10,NA
Oromia,Jimma,Chora (Jimma),2021,2021-04-01,7,NA
Oromia,Jimma,Chora (Jimma),2021,2021-05-01,6,NA
Oromia,Jimma,Chora (Jimma),2021,2021-06-01,18,NA
Oromia,Jimma,Chora (Jimma),2021,2021-07-01,67,NA
Oromia,Jimma,Chora (Jimma),2021,2021-08-01,70,NA
Oromia,Jimma,Chora (Jimma),2021,2021-09-01,28,NA
Oromia,Jimma,Chora (Jimma),2021,2021-10-01,47,NA
Oromia,Jimma,Chora (Jimma),2021,2021-11-01,28,NA
Oromia,Jimma,Chora (Jimma),2021,2021-12-01,20,NA
SNNP,Sidama,Chuko,2018,2018-01-01,NA,NA
SNNP,Sidama,Chuko,2018,2018-02-01,3,NA
SNNP,Sidama,Chuko,2018,2018-03-01,NA,NA
SNNP,Sidama,Chuko,2018,2018-04-01,NA,NA
SNNP,Sidama,Chuko,2018,2018-05-01,NA,5
SNNP,Sidama,Chuko,2018,2018-06-01,1,2
SNNP,Sidama,Chuko,2018,2018-07-01,1,3
SNNP,Sidama,Chuko,2018,2018-08-01,2,1
SNNP,Sidama,Chuko,2018,2018-09-01,5,NA
SNNP,Sidama,Chuko,2018,2018-10-01,NA,1
SNNP,Sidama,Chuko,2018,2018-11-01,1,NA
SNNP,Sidama,Chuko,2018,2018-12-01,1,NA
SNNP,Sidama,Chuko,2019,2019-01-01,1,NA
SNNP,Sidama,Chuko,2019,2019-02-01,4,NA
SNNP,Sidama,Chuko,2019,2019-03-01,NA,NA
SNNP,Sidama,Chuko,2019,2019-04-01,3,NA
SNNP,Sidama,Chuko,2019,2019-05-01,3,NA
SNNP,Sidama,Chuko,2019,2019-06-01,2,NA
SNNP,Sidama,Chuko,2019,2019-07-01,15,NA
SNNP,Sidama,Chuko,2019,2019-08-01,13,NA
SNNP,Sidama,Chuko,2019,2019-09-01,32,NA
SNNP,Sidama,Chuko,2019,2019-10-01,41,NA
SNNP,Sidama,Chuko,2019,2019-11-01,NA,NA
SNNP,Sidama,Chuko,2019,2019-12-01,25,1
SNNP,Sidama,Chuko,2020,2020-01-01,23,NA
SNNP,Sidama,Chuko,2020,2020-02-01,13,NA
SNNP,Sidama,Chuko,2020,2020-03-01,15,2
SNNP,Sidama,Chuko,2020,2020-04-01,8,5
SNNP,Sidama,Chuko,2020,2020-05-01,6,7
SNNP,Sidama,Chuko,2020,2020-06-01,15,2
SNNP,Sidama,Chuko,2020,2020-07-01,30,NA
SNNP,Sidama,Chuko,2020,2020-08-01,7,NA
SNNP,Sidama,Chuko,2020,2020-09-01,62,NA
SNNP,Sidama,Chuko,2020,2020-10-01,2,3
SNNP,Sidama,Chuko,2020,2020-11-01,47,5
SNNP,Sidama,Chuko,2020,2020-12-01,54,NA
SNNP,Sidama,Chuko,2021,2021-01-01,6,NA
SNNP,Sidama,Chuko,2021,2021-02-01,17,NA
SNNP,Sidama,Chuko,2021,2021-03-01,32,NA
SNNP,Sidama,Chuko,2021,2021-04-01,46,NA
SNNP,Sidama,Chuko,2021,2021-05-01,36,NA
SNNP,Sidama,Chuko,2021,2021-06-01,31,NA
SNNP,Sidama,Chuko,2021,2021-07-01,118,NA
SNNP,Sidama,Chuko,2021,2021-08-01,61,6
SNNP,Sidama,Chuko,2021,2021-09-01,196,NA
SNNP,Sidama,Chuko,2021,2021-10-01,124,2
SNNP,Sidama,Chuko,2021,2021-11-01,555,1
SNNP,Sidama,Chuko,2021,2021-12-01,610,15
SNNP,Sidama,Chuko Town,2018,2018-01-01,31,NA
SNNP,Sidama,Chuko Town,2018,2018-02-01,1,NA
SNNP,Sidama,Chuko Town,2018,2018-03-01,NA,NA
SNNP,Sidama,Chuko Town,2018,2018-04-01,NA,NA
SNNP,Sidama,Chuko Town,2018,2018-05-01,NA,NA
SNNP,Sidama,Chuko Town,2018,2018-06-01,NA,NA
SNNP,Sidama,Chuko Town,2018,2018-07-01,1,NA
SNNP,Sidama,Chuko Town,2018,2018-08-01,NA,NA
SNNP,Sidama,Chuko Town,2018,2018-09-01,1,NA
SNNP,Sidama,Chuko Town,2018,2018-10-01,1,NA
SNNP,Sidama,Chuko Town,2018,2018-11-01,1,NA
SNNP,Sidama,Chuko Town,2018,2018-12-01,NA,NA
SNNP,Sidama,Chuko Town,2019,2019-01-01,NA,NA
SNNP,Sidama,Chuko Town,2019,2019-02-01,NA,NA
SNNP,Sidama,Chuko Town,2019,2019-03-01,NA,NA
SNNP,Sidama,Chuko Town,2019,2019-04-01,1,NA
SNNP,Sidama,Chuko Town,2019,2019-05-01,2,NA
SNNP,Sidama,Chuko Town,2019,2019-06-01,1,NA
SNNP,Sidama,Chuko Town,2019,2019-07-01,9,NA
SNNP,Sidama,Chuko Town,2019,2019-08-01,63,NA
SNNP,Sidama,Chuko Town,2019,2019-09-01,83,5
SNNP,Sidama,Chuko Town,2019,2019-10-01,112,NA
SNNP,Sidama,Chuko Town,2019,2019-11-01,30,NA
SNNP,Sidama,Chuko Town,2019,2019-12-01,30,NA
SNNP,Sidama,Chuko Town,2020,2020-01-01,24,NA
SNNP,Sidama,Chuko Town,2020,2020-02-01,24,NA
SNNP,Sidama,Chuko Town,2020,2020-03-01,11,1
SNNP,Sidama,Chuko Town,2020,2020-04-01,5,NA
SNNP,Sidama,Chuko Town,2020,2020-05-01,6,NA
SNNP,Sidama,Chuko Town,2020,2020-06-01,9,NA
SNNP,Sidama,Chuko Town,2020,2020-07-01,18,NA
SNNP,Sidama,Chuko Town,2020,2020-08-01,5,2
SNNP,Sidama,Chuko Town,2020,2020-09-01,24,3
SNNP,Sidama,Chuko Town,2020,2020-10-01,45,11
SNNP,Sidama,Chuko Town,2020,2020-11-01,78,NA
SNNP,Sidama,Chuko Town,2020,2020-12-01,24,9
SNNP,Sidama,Chuko Town,2021,2021-01-01,35,8
SNNP,Sidama,Chuko Town,2021,2021-02-01,20,2
SNNP,Sidama,Chuko Town,2021,2021-03-01,26,NA
SNNP,Sidama,Chuko Town,2021,2021-04-01,10,NA
SNNP,Sidama,Chuko Town,2021,2021-05-01,14,3
SNNP,Sidama,Chuko Town,2021,2021-06-01,23,NA
SNNP,Sidama,Chuko Town,2021,2021-07-01,36,5
SNNP,Sidama,Chuko Town,2021,2021-08-01,22,3
SNNP,Sidama,Chuko Town,2021,2021-09-01,58,NA
SNNP,Sidama,Chuko Town,2021,2021-10-01,38,10
SNNP,Sidama,Chuko Town,2021,2021-11-01,138,NA
SNNP,Sidama,Chuko Town,2021,2021-12-01,105,NA
SNNP,Gedeo,Churso,2018,2018-01-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-02-01,NA,39
SNNP,Gedeo,Churso,2018,2018-03-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-04-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-05-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-06-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-07-01,NA,15
SNNP,Gedeo,Churso,2018,2018-08-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-09-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-10-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-11-01,NA,NA
SNNP,Gedeo,Churso,2018,2018-12-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-01-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-02-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-03-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-04-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-05-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-06-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-07-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-08-01,NA,10
SNNP,Gedeo,Churso,2019,2019-09-01,NA,3
SNNP,Gedeo,Churso,2019,2019-10-01,NA,1
SNNP,Gedeo,Churso,2019,2019-11-01,NA,NA
SNNP,Gedeo,Churso,2019,2019-12-01,NA,1
SNNP,Gedeo,Churso,2020,2020-01-01,NA,1
SNNP,Gedeo,Churso,2020,2020-02-01,NA,1
SNNP,Gedeo,Churso,2020,2020-03-01,NA,2
SNNP,Gedeo,Churso,2020,2020-04-01,NA,NA
SNNP,Gedeo,Churso,2020,2020-05-01,NA,1
SNNP,Gedeo,Churso,2020,2020-06-01,NA,NA
SNNP,Gedeo,Churso,2020,2020-07-01,NA,NA
SNNP,Gedeo,Churso,2020,2020-08-01,NA,NA
SNNP,Gedeo,Churso,2020,2020-09-01,NA,NA
SNNP,Gedeo,Churso,2020,2020-10-01,NA,NA
SNNP,Gedeo,Churso,2020,2020-11-01,NA,2
SNNP,Gedeo,Churso,2020,2020-12-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-01-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-02-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-03-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-04-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-05-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-06-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-07-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-08-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-09-01,NA,1
SNNP,Gedeo,Churso,2021,2021-10-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-11-01,NA,NA
SNNP,Gedeo,Churso,2021,2021-12-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-01-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-02-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-03-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-04-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-05-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-06-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-07-01,11,NA
Oromia,Buno Bedele,Chwaka,2018,2018-08-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-09-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-10-01,531,NA
Oromia,Buno Bedele,Chwaka,2018,2018-11-01,NA,NA
Oromia,Buno Bedele,Chwaka,2018,2018-12-01,NA,NA
Oromia,Buno Bedele,Chwaka,2019,2019-01-01,NA,NA
Oromia,Buno Bedele,Chwaka,2019,2019-02-01,NA,1
Oromia,Buno Bedele,Chwaka,2019,2019-03-01,NA,NA
Oromia,Buno Bedele,Chwaka,2019,2019-04-01,NA,NA
Oromia,Buno Bedele,Chwaka,2019,2019-05-01,NA,NA
Oromia,Buno Bedele,Chwaka,2019,2019-06-01,NA,NA
Oromia,Buno Bedele,Chwaka,2019,2019-07-01,6,1
Oromia,Buno Bedele,Chwaka,2019,2019-08-01,54,NA
Oromia,Buno Bedele,Chwaka,2019,2019-09-01,149,23
Oromia,Buno Bedele,Chwaka,2019,2019-10-01,58,NA
Oromia,Buno Bedele,Chwaka,2019,2019-11-01,472,551
Oromia,Buno Bedele,Chwaka,2019,2019-12-01,14,NA
Oromia,Buno Bedele,Chwaka,2020,2020-01-01,17,NA
Oromia,Buno Bedele,Chwaka,2020,2020-02-01,12,NA
Oromia,Buno Bedele,Chwaka,2020,2020-03-01,36,10
Oromia,Buno Bedele,Chwaka,2020,2020-04-01,56,NA
Oromia,Buno Bedele,Chwaka,2020,2020-05-01,6,48
Oromia,Buno Bedele,Chwaka,2020,2020-06-01,30,NA
Oromia,Buno Bedele,Chwaka,2020,2020-07-01,12,9
Oromia,Buno Bedele,Chwaka,2020,2020-08-01,84,NA
Oromia,Buno Bedele,Chwaka,2020,2020-09-01,59,NA
Oromia,Buno Bedele,Chwaka,2020,2020-10-01,167,NA
Oromia,Buno Bedele,Chwaka,2020,2020-11-01,109,11
Oromia,Buno Bedele,Chwaka,2020,2020-12-01,43,NA
Oromia,Buno Bedele,Chwaka,2021,2021-01-01,20,NA
Oromia,Buno Bedele,Chwaka,2021,2021-02-01,9,NA
Oromia,Buno Bedele,Chwaka,2021,2021-03-01,2,NA
Oromia,Buno Bedele,Chwaka,2021,2021-04-01,18,NA
Oromia,Buno Bedele,Chwaka,2021,2021-05-01,26,6
Oromia,Buno Bedele,Chwaka,2021,2021-06-01,7,12
Oromia,Buno Bedele,Chwaka,2021,2021-07-01,34,20
Oromia,Buno Bedele,Chwaka,2021,2021-08-01,23,8
Oromia,Buno Bedele,Chwaka,2021,2021-09-01,13,29
Oromia,Buno Bedele,Chwaka,2021,2021-10-01,NA,17
Oromia,Buno Bedele,Chwaka,2021,2021-11-01,136,37
Oromia,Buno Bedele,Chwaka,2021,2021-12-01,4,NA
Oromia,West Shewa,Cobi,2018,2018-01-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-02-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-03-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-04-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-05-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-06-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-07-01,10,8
Oromia,West Shewa,Cobi,2018,2018-08-01,7,6
Oromia,West Shewa,Cobi,2018,2018-09-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-10-01,NA,NA
Oromia,West Shewa,Cobi,2018,2018-11-01,8,NA
Oromia,West Shewa,Cobi,2018,2018-12-01,NA,18
Oromia,West Shewa,Cobi,2019,2019-01-01,NA,11
Oromia,West Shewa,Cobi,2019,2019-02-01,NA,11
Oromia,West Shewa,Cobi,2019,2019-03-01,NA,3
Oromia,West Shewa,Cobi,2019,2019-04-01,NA,9
Oromia,West Shewa,Cobi,2019,2019-05-01,NA,4
Oromia,West Shewa,Cobi,2019,2019-06-01,5,13
Oromia,West Shewa,Cobi,2019,2019-07-01,10,3
Oromia,West Shewa,Cobi,2019,2019-08-01,27,NA
Oromia,West Shewa,Cobi,2019,2019-09-01,NA,NA
Oromia,West Shewa,Cobi,2019,2019-10-01,8,NA
Oromia,West Shewa,Cobi,2019,2019-11-01,11,NA
Oromia,West Shewa,Cobi,2019,2019-12-01,10,10
Oromia,West Shewa,Cobi,2020,2020-01-01,19,NA
Oromia,West Shewa,Cobi,2020,2020-02-01,23,NA
Oromia,West Shewa,Cobi,2020,2020-03-01,8,NA
Oromia,West Shewa,Cobi,2020,2020-04-01,1,NA
Oromia,West Shewa,Cobi,2020,2020-05-01,49,NA
Oromia,West Shewa,Cobi,2020,2020-06-01,NA,NA
Oromia,West Shewa,Cobi,2020,2020-07-01,29,2
Oromia,West Shewa,Cobi,2020,2020-08-01,13,NA
Oromia,West Shewa,Cobi,2020,2020-09-01,1,NA
Oromia,West Shewa,Cobi,2020,2020-10-01,3,NA
Oromia,West Shewa,Cobi,2020,2020-11-01,1,NA
Oromia,West Shewa,Cobi,2020,2020-12-01,2,NA
Oromia,West Shewa,Cobi,2021,2021-01-01,2,NA
Oromia,West Shewa,Cobi,2021,2021-02-01,1,NA
Oromia,West Shewa,Cobi,2021,2021-03-01,35,NA
Oromia,West Shewa,Cobi,2021,2021-04-01,NA,9
Oromia,West Shewa,Cobi,2021,2021-05-01,7,3
Oromia,West Shewa,Cobi,2021,2021-06-01,NA,2
Oromia,West Shewa,Cobi,2021,2021-07-01,8,2
Oromia,West Shewa,Cobi,2021,2021-08-01,6,8
Oromia,West Shewa,Cobi,2021,2021-09-01,38,3
Oromia,West Shewa,Cobi,2021,2021-10-01,NA,11
Oromia,West Shewa,Cobi,2021,2021-11-01,NA,9
Oromia,West Shewa,Cobi,2021,2021-12-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-01-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-02-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-03-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-04-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-05-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-06-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-07-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-08-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-09-01,NA,NA
Amhara,North Gondar,Dabat,2018,2018-10-01,358,131
Amhara,North Gondar,Dabat,2018,2018-11-01,36,NA
Amhara,North Gondar,Dabat,2018,2018-12-01,4,NA
Amhara,North Gondar,Dabat,2019,2019-01-01,54,NA
Amhara,North Gondar,Dabat,2019,2019-02-01,28,NA
Amhara,North Gondar,Dabat,2019,2019-03-01,37,NA
Amhara,North Gondar,Dabat,2019,2019-04-01,35,NA
Amhara,North Gondar,Dabat,2019,2019-05-01,38,NA
Amhara,North Gondar,Dabat,2019,2019-06-01,73,NA
Amhara,North Gondar,Dabat,2019,2019-07-01,159,1
Amhara,North Gondar,Dabat,2019,2019-08-01,152,5
Amhara,North Gondar,Dabat,2019,2019-09-01,209,18
Amhara,North Gondar,Dabat,2019,2019-10-01,115,144
Amhara,North Gondar,Dabat,2019,2019-11-01,288,NA
Amhara,North Gondar,Dabat,2019,2019-12-01,214,6
Amhara,North Gondar,Dabat,2020,2020-01-01,148,4
Amhara,North Gondar,Dabat,2020,2020-02-01,75,6
Amhara,North Gondar,Dabat,2020,2020-03-01,100,NA
Amhara,North Gondar,Dabat,2020,2020-04-01,51,9
Amhara,North Gondar,Dabat,2020,2020-05-01,37,NA
Amhara,North Gondar,Dabat,2020,2020-06-01,114,5
Amhara,North Gondar,Dabat,2020,2020-07-01,133,NA
Amhara,North Gondar,Dabat,2020,2020-08-01,58,5
Amhara,North Gondar,Dabat,2020,2020-09-01,105,22
Amhara,North Gondar,Dabat,2020,2020-10-01,457,2
Amhara,North Gondar,Dabat,2020,2020-11-01,260,NA
Amhara,North Gondar,Dabat,2020,2020-12-01,347,45
Amhara,North Gondar,Dabat,2021,2021-01-01,245,1
Amhara,North Gondar,Dabat,2021,2021-02-01,102,NA
Amhara,North Gondar,Dabat,2021,2021-03-01,135,5
Amhara,North Gondar,Dabat,2021,2021-04-01,126,NA
Amhara,North Gondar,Dabat,2021,2021-05-01,244,5
Amhara,North Gondar,Dabat,2021,2021-06-01,560,NA
Amhara,North Gondar,Dabat,2021,2021-07-01,743,NA
Amhara,North Gondar,Dabat,2021,2021-08-01,66,NA
Amhara,North Gondar,Dabat,2021,2021-09-01,77,NA
Amhara,North Gondar,Dabat,2021,2021-10-01,239,NA
Amhara,North Gondar,Dabat,2021,2021-11-01,267,NA
Amhara,North Gondar,Dabat,2021,2021-12-01,161,NA
Amhara,North Gondar,Dabat Town,2018,2018-01-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-02-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-03-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-04-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-05-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-06-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-07-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-08-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-09-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-10-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-11-01,NA,NA
Amhara,North Gondar,Dabat Town,2018,2018-12-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-01-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-02-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-03-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-04-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-05-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-06-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-07-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-08-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-09-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-10-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-11-01,NA,NA
Amhara,North Gondar,Dabat Town,2019,2019-12-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-01-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-02-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-03-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-04-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-05-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-06-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-07-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-08-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-09-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-10-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-11-01,NA,NA
Amhara,North Gondar,Dabat Town,2020,2020-12-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-01-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-02-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-03-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-04-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-05-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-06-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-07-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-08-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-09-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-10-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-11-01,NA,NA
Amhara,North Gondar,Dabat Town,2021,2021-12-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-01-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-02-01,5,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-03-01,1,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-04-01,1,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-05-01,1,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-06-01,NA,3
Oromia,Buno Bedele,Dabo Hana,2018,2018-07-01,10,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-08-01,4,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-09-01,3,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-10-01,35,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-11-01,45,NA
Oromia,Buno Bedele,Dabo Hana,2018,2018-12-01,8,NA
Oromia,Buno Bedele,Dabo Hana,2019,2019-01-01,1,1
Oromia,Buno Bedele,Dabo Hana,2019,2019-02-01,1,NA
Oromia,Buno Bedele,Dabo Hana,2019,2019-03-01,NA,3
Oromia,Buno Bedele,Dabo Hana,2019,2019-04-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2019,2019-05-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2019,2019-06-01,2,NA
Oromia,Buno Bedele,Dabo Hana,2019,2019-07-01,NA,1
Oromia,Buno Bedele,Dabo Hana,2019,2019-08-01,2,NA
Oromia,Buno Bedele,Dabo Hana,2019,2019-09-01,NA,1
Oromia,Buno Bedele,Dabo Hana,2019,2019-10-01,NA,21
Oromia,Buno Bedele,Dabo Hana,2019,2019-11-01,15,95
Oromia,Buno Bedele,Dabo Hana,2019,2019-12-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-01-01,6,5
Oromia,Buno Bedele,Dabo Hana,2020,2020-02-01,2,7
Oromia,Buno Bedele,Dabo Hana,2020,2020-03-01,12,12
Oromia,Buno Bedele,Dabo Hana,2020,2020-04-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-05-01,7,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-06-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-07-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-08-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-09-01,NA,1
Oromia,Buno Bedele,Dabo Hana,2020,2020-10-01,7,NA
Oromia,Buno Bedele,Dabo Hana,2020,2020-11-01,4,13
Oromia,Buno Bedele,Dabo Hana,2020,2020-12-01,6,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-01-01,3,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-02-01,1,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-03-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-04-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-05-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-06-01,NA,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-07-01,6,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-08-01,12,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-09-01,4,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-10-01,8,NA
Oromia,Buno Bedele,Dabo Hana,2021,2021-11-01,18,6
Oromia,Buno Bedele,Dabo Hana,2021,2021-12-01,5,1
SNNP,Sidama,Daella,2018,2018-01-01,NA,NA
SNNP,Sidama,Daella,2018,2018-02-01,NA,NA
SNNP,Sidama,Daella,2018,2018-03-01,NA,NA
